primary_label,secondary_labels,type,latitude,longitude,scientific_name,common_name,author,license,rating,url,filename
raybar1,[],['call'],5.93,39.54,Trachyphonus erythrocephalus,Red-and-yellow Barbet,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/244604,raybar1/XC244604.ogg
scthon1,['grbcam1'],['song'],-3.4146,35.8311,Indicator variegatus,Scaly-throated Honeyguide,Bernard BOUSQUET,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,1.5,https://www.xeno-canto.org/441621,scthon1/XC441621.ogg
gyhspa1,[],"['adult', 'dawn song', 'sex uncertain']",-3.379,36.949,Passer griseus,Northern Gray-headed Sparrow,paulo kivuyo,Creative Commons Attribution-ShareAlike 4.0,5.0,https://www.xeno-canto.org/615753,gyhspa1/XC615753.ogg
carwoo1,['egygoo'],['call'],-24.0885,31.07,Chloropicus fuscescens,Cardinal Woodpecker,Derek Solomon,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,https://www.xeno-canto.org/489223,carwoo1/XC489223.ogg
tafpri1,[],['call'],-4.7581,38.3034,Prinia subflava,Tawny-flanked Prinia,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,https://www.xeno-canto.org/488881,tafpri1/XC488881.ogg
shesta1,[],['call'],6.1606,39.7593,Lamprotornis shelleyi,Shelley's Starling,Jacek Betleja,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/294379,shesta1/XC294379.ogg
reftin1,['rewsta1'],['call'],-32.2579,24.2224,Pogoniulus pusillus,Red-fronted Tinkerbird,Alan Collett,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/457009,reftin1/XC457009.ogg
lawgol,[],['song'],34.1601,-117.8256,Spinus lawrencei,Lawrence's Goldfinch,Lance A. M. Benner,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,https://www.xeno-canto.org/328990,lawgol/XC328990.ogg
gobsta5,[],['call'],0.6003,37.5767,Lamprotornis regius,Golden-breasted Starling,Simon Carter,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/263776,gobsta5/XC263776.ogg
norcro1,[],['song'],12.3747,-12.3227,Sylvietta brachyura,Northern Crombec,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/405326,norcro1/XC405326.ogg
rehwea1,"['abhori1', 'ccbeat1', 'chibat1', 'grbcam1', 'reccor', 'refcro1', 'whctur2']","['call', 'male']",0.5564,35.5342,Anaplectes rubriceps,Red-headed Weaver,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/396572,rehwea1/XC396572.ogg
didcuc1,[],['call'],-8.1871,36.6653,Chrysococcyx caprius,Dideric Cuckoo,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/517392,didcuc1/XC517392.ogg
chucis1,[],"['call', 'duet', 'song']",-1.2502,29.7971,Cisticola chubbi,Chubb's Cisticola,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/234735,chucis1/XC234735.ogg
chespa1,[],['call'],-3.5573,36.6943,Passer eminibey,Chestnut Sparrow,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/379112,chespa1/XC379112.ogg
chtapa3,"['chibat1', 'ndcsun2', 'slbgre1', 'trobou1']",['song'],0.6679,35.8395,Apalis porphyrolaema,Chestnut-throated Apalis,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/444574,chtapa3/XC444574.ogg
lesmaw1,[],['song'],7.649,38.704,Ploceus intermedius,Lesser Masked-Weaver,Oscar Campbell,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/473963,lesmaw1/XC473963.ogg
bltapa1,[],['song'],-1.0516,29.7783,Apalis jacksoni,Black-throated Apalis,Magnus Wadstein,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/545197,bltapa1/XC545197.ogg
hadibi1,[],['song'],2.4061,15.8474,Bostrychia hagedash,Hadada Ibis,Andres Angulo Rubiano,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/492335,hadibi1/XC492335.ogg
pabspa1,[],['song'],-3.0252,38.6514,Passer gongonensis,Parrot-billed Sparrow,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/398472,pabspa1/XC398472.ogg
pabspa1,[],['song'],0.5824,37.5861,Passer gongonensis,Parrot-billed Sparrow,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/234411,pabspa1/XC234411.ogg
yebsto1,[],['call'],12.5881,-16.2737,Mycteria ibis,Yellow-billed Stork,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/337857,yebsto1/XC337857.ogg
laudov1,[],"['male', 'song']",11.3305,14.5783,Streptopelia senegalensis,Laughing Dove,selvino,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/157541,laudov1/XC157541.ogg
blacuc1,[],['song'],-16.6153,27.0044,Cuculus clamosus,Black Cuckoo,Gabriel A. Jamie,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/200584,blacuc1/XC200584.ogg
yebsto1,[],['call'],12.5881,-16.2737,Mycteria ibis,Yellow-billed Stork,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/337857,yebsto1/XC337857.ogg
helgui,[],"['call', 'song']",-1.2231,35.028,Numida meleagris,Helmeted Guineafowl,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/200109,helgui/XC200109.ogg
hadibi1,[],['call'],0.2046,32.5836,Bostrychia hagedash,Hadada Ibis,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/195773,hadibi1/XC195773.ogg
norfis1,[],"['adult', 'call']",-2.9858,37.5975,Lanius humeralis,Northern Fiscal,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/607144,norfis1/XC607144.ogg
afmdov1,[],['song'],-0.129,34.743,Streptopelia decipiens,Mourning Collared-Dove,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/396322,afmdov1/XC396322.ogg
blhher1,[],['call'],-26.6189,26.2099,Ardea melanocephala,Black-headed Heron,Tony Archer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/477666,blhher1/XC477666.ogg
greegr,[],['flight call'],-16.3811,-56.3503,Ardea alba,Great Egret,GABRIEL LEITE,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/171678,greegr/XC171678.ogg
easmog1,[],[''],-1.3621,29.6001,Arizelocichla nigriceps,Eastern Mountain Greenbul,András Schmidt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/704569,easmog1/XC704569.ogg
easmog1,[],['call'],-1.2502,29.7971,Arizelocichla nigriceps,Eastern Mountain Greenbul,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/234729,easmog1/XC234729.ogg
dutdov1,[],['song'],-0.3558,36.844,Streptopelia lugens,Dusky Turtle-Dove,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,https://www.xeno-canto.org/196107,dutdov1/XC196107.ogg
eubeat1,[],['flight call'],43.9987,2.1472,Merops apiaster,European Bee-eater,Cedric Mroczko,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/399912,eubeat1/XC399912.ogg
whbtit5,[],['call'],-1.2051,36.857,Melaniparus albiventris,White-bellied Tit,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/293990,whbtit5/XC293990.ogg
butapa1,"['reccuc1', 'yesbar1']",['song'],0.3824,33.0169,Apalis rufogularis,Buff-throated Apalis,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,2.5,https://www.xeno-canto.org/138903,butapa1/XC138903.ogg
rehblu1,[],['call'],-0.071,35.4137,Spermophaga ruficapilla,Red-headed Bluebill,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/390823,rehblu1/XC390823.ogg
tacsun1,[],"['call', 'male']",-0.3833,37.3112,Nectarinia tacazze,Tacazze Sunbird,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/344109,tacsun1/XC344109.ogg
blbpuf2,[],['call'],-8.511,35.9077,Dryoscopus cubla,Black-backed Puffback,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,1.5,https://www.xeno-canto.org/516531,blbpuf2/XC516531.ogg
abhori1,[],['alarm call'],-32.5702,27.3153,Oriolus larvatus,African Black-headed Oriole,Daniel Danckwerts,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/247353,abhori1/XC247353.ogg
afrjac1,[],['call'],-8.1871,36.6653,Actophilornis africanus,African Jacana,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/515917,afrjac1/XC515917.ogg
blfbus1,[],[''],-3.3345,36.8497,Telophorus nigrifrons,Black-fronted Bushshrike,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/703355,blfbus1/XC703355.ogg
bkctch1,[],['song'],-0.5636,34.1117,Tchagra senegalus,Black-crowned Tchagra,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/537133,bkctch1/XC537133.ogg
refbar2,[],"['adult', 'call', 'sex uncertain']",-2.9858,37.5975,Tricholaema diademata,Red-fronted Barbet,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/602924,refbar2/XC602924.ogg
spemou2,[],['call'],-26.8616,26.4841,Colius striatus,Speckled Mousebird,Tony Archer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,1.5,https://www.xeno-canto.org/496369,spemou2/XC496369.ogg
kvbsun1,[],['call'],4.7351,39.2277,Anthreptes orientalis,Eastern Violet-backed Sunbird,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/267767,kvbsun1/XC267767.ogg
bawhor2,[],['song'],0.438,30.374,Bycanistes subcylindricus,Black-and-white-casqued Hornbill,Brian Cox,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/113261,bawhor2/XC113261.ogg
kvbsun1,[],"['adult', 'call', 'female']",-2.9965,37.6244,Anthreptes orientalis,Eastern Violet-backed Sunbird,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,https://www.xeno-canto.org/578595,kvbsun1/XC578595.ogg
afghor1,[],['song'],12.954,-16.7403,Lophoceros nasutus,African Gray Hornbill,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/476156,afghor1/XC476156.ogg
huncis1,[],['song'],-0.3833,37.3112,Cisticola hunteri,Hunter's Cisticola,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/344762,huncis1/XC344762.ogg
gobbun1,[],"['call', 'song']",-25.3071,27.449,Emberiza flaviventris,Golden-breasted Bunting,Faansie Peacock,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/364491,gobbun1/XC364491.ogg
yesbar1,[],['call'],0.2269,34.8884,Buccanodon duchaillui,Yellow-spotted Barbet,Teet Sirotkin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/233336,yesbar1/XC233336.ogg
somgre1,[],[''],-3.5259,37.045,Andropadus importunus,Sombre Greenbul,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/703350,somgre1/XC703350.ogg
meypar1,[],['call'],-12.561,30.2654,Poicephalus meyeri,Meyer's Parrot,Dries Van de Loock,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/585193,meypar1/XC585193.ogg
bswdov1,[],"['male', 'song']",5.3454,-1.3831,Turtur afer,Blue-spotted Wood-Dove,Paweł Szymański,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/622497,bswdov1/XC622497.ogg
blnmou1,[],['life stage uncertain'],11.7921,13.2103,Urocolius macrourus,Blue-naped Mousebird,Sun Madakan ,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,http://xeno-canto.org/689889,blnmou1/XC689889.ogg
btweye2,['gyhspa1'],['song'],3.8729,11.5204,Platysteira cyanea,Brown-throated Wattle-eye,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/287157,btweye2/XC287157.ogg
brubru1,[],['song'],8.92,40.043,Nilaus afer,Brubru,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/266838,brubru1/XC266838.ogg
chucis1,[],['call'],1.0343,34.8452,Cisticola chubbi,Chubb's Cisticola,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/396444,chucis1/XC396444.ogg
kerspa2,[],"['call', 'female', 'life stage uncertain', 'male']",-2.9858,37.5975,Passer rufocinctus,Kenya Rufous Sparrow,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/622844,kerspa2/XC622844.ogg
bagwea1,[],"['call', 'song']",-1.24,36.787,Ploceus baglafecht,Baglafecht Weaver,James and David Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.0,https://www.xeno-canto.org/132731,bagwea1/XC132731.ogg
abethr1,[],['song'],-4.0904,37.8807,Turdus tephronotus,African Bare-eyed Thrush,Peter Ericsson,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/467121,abethr1/XC467121.ogg
rerswa1,[],['call'],,,Cecropis daurica,Red-rumped Swallow,Anon Torimi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/321499,rerswa1/XC321499.ogg
reccor,[],['alarm call'],-0.129,34.743,Uraeginthus bengalus,Red-cheeked Cordonbleu,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/426192,reccor/XC426192.ogg
norbro1,[],['call'],-4.4453,39.5349,Phyllastrephus strepitans,Northern Brownbul,Simon Carter,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,https://www.xeno-canto.org/382244,norbro1/XC382244.ogg
darter3,"['greegr', 'piecro1']",['begging call'],14.7279,-17.4329,Anhinga rufa,African Darter,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/315440,darter3/XC315440.ogg
dutdov1,"['kerspa2', 'varsun2']",['song'],-1.229,36.79,Streptopelia lugens,Dusky Turtle-Dove,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/237297,dutdov1/XC237297.ogg
norbro1,[],['song'],-2.9965,37.6244,Phyllastrephus strepitans,Northern Brownbul,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/567803,norbro1/XC567803.ogg
chibat1,[],['call'],-1.2231,35.028,Batis molitor,Chinspot Batis,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/200102,chibat1/XC200102.ogg
bcbeat1,[],['call'],31.2897,-4.0931,Merops persicus,Blue-cheeked Bee-eater,James Lidster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,https://www.xeno-canto.org/527396,bcbeat1/XC527396.ogg
spwlap1,[],"['male', 'song']",38.2414,35.2206,Vanellus spinosus,Spur-winged Lapwing,Lider Sinav,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/656319,spwlap1/XC656319.ogg
whihel1,[],"['adult', 'call']",1.2925,34.9079,Prionops plumatus,White Helmetshrike,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/536419,whihel1/XC536419.ogg
brtcha1,[],"['call', 'male', 'song']",4.864,39.312,Oenanthe scotocerca,Brown-tailed Chat,Rolf A. de By,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/128120,brtcha1/XC128120.ogg
afrgos1,[],['call'],-28.7954,32.0977,Accipiter tachiro,African Goshawk,Tony Archer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/442057,afrgos1/XC442057.ogg
carcha1,['egygoo'],['song'],-34.0108,18.8076,Cossypha caffra,Cape Robin-Chat,Shannon Ronaldson,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.5,https://www.xeno-canto.org/322331,carcha1/XC322331.ogg
fislov1,"['kerspa2', 'varsun2']",['song'],-0.4487,36.2639,Agapornis fischeri,Fischer's Lovebird,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/398890,fislov1/XC398890.ogg
darbar1,"['eswdov1', 'ratcis1', 'reedov1', 'rindov', 'supsta1']","['female', 'male', 'song']",0.0033,36.9454,Trachyphonus darnaudii,D'Arnaud's Barbet,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/240872,darbar1/XC240872.ogg
afrgos1,[],['call'],-22.1722,35.458,Accipiter tachiro,African Goshawk,Niall Perrins,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/652454,afrgos1/XC652454.ogg
norcro1,"['blakit1', 'laudov1']","['call', 'song']",14.7279,-17.4329,Sylvietta brachyura,Northern Crombec,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/315409,norcro1/XC315409.ogg
afrjac1,[],"['adult', 'call', 'sex uncertain']",-18.0011,35.154,Actophilornis africanus,African Jacana,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/524426,afrjac1/XC524426.ogg
whbcou1,[],['song'],0.2046,32.5836,Centropus superciliosus,White-browed Coucal,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.0,https://www.xeno-canto.org/117105,whbcou1/XC117105.ogg
litswi1,[],"['adult', 'begging call', 'flight call', 'juvenile']",36.7471,-6.4308,Apus affinis,Little Swift,Esperanza Poveda,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/659389,litswi1/XC659389.ogg
grewoo2,[],"['adult', 'sex uncertain']",9.0948,7.4131,Phoeniculus purpureus,Green Woodhoopoe,Sun Madakan ,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/667091,grewoo2/XC667091.ogg
yeccan1,[],['song'],-9.2088,34.3008,Serinus flavivertex,Yellow-crowned Canary,Stein Ø. Nilsen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/490729,yeccan1/XC490729.ogg
marsun2,[],['call'],-24.3834,30.9334,Cinnyris mariquensis,Mariqua Sunbird,Derek Solomon,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,https://www.xeno-canto.org/503735,marsun2/XC503735.ogg
refcro1,"['trobou1', 'wheslf1']",['song'],0.3031,35.3796,Sylvietta whytii,Red-faced Crombec,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/444686,refcro1/XC444686.ogg
dotbar1,[],['call'],8.1829,34.5836,Lybius bidentatus,Double-toothed Barbet,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/244611,dotbar1/XC244611.ogg
spwlap1,[],['alarm call'],34.8601,33.628,Vanellus spinosus,Spur-winged Lapwing,Lars Lachmann,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/330208,spwlap1/XC330208.ogg
mouwag1,[],[''],-6.076558,37.559272,Motacilla clara,Mountain Wagtail,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,https://xeno-canto.org/704885,mouwag1/XC704885.ogg
norcro1,[],['song'],9.6467,-1.7606,Sylvietta brachyura,Northern Crombec,Gabriel A. Jamie,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,https://www.xeno-canto.org/156704,norcro1/XC156704.ogg
joygre1,[],['call'],0.226,34.8846,Chlorocichla laetissima,Joyful Greenbul,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/346066,joygre1/XC346066.ogg
hamerk1,[],['call'],-0.129,34.743,Scopus umbretta,Hamerkop,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/396321,hamerk1/XC396321.ogg
piecro1,[],['call'],5.35,-1.38,Corvus albus,Pied Crow,Patrik Åberg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/400038,piecro1/XC400038.ogg
abhori1,[],['song'],-26.483,31.1872,Oriolus larvatus,African Black-headed Oriole,Wolbert Hermus,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/462078,abhori1/XC462078.ogg
brcwea1,[],['call'],0.8233,30.09,Ploceus insignis,Brown-capped Weaver,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/283454,brcwea1/XC283454.ogg
cabgre1,[],"['call', 'song']",-1.062,29.7865,Phyllastrephus cabanisi,Cabanis's Greenbul,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/236130,cabgre1/XC236130.ogg
pygbat1,[],[''],-3.0583,36.7136,Batis perkeo,Pygmy Batis,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/755905,pygbat1/XC755905.ogg
cibwar1,[],['call'],-8.5004,35.9066,Bradypterus cinnamomeus,Cinnamon Bracken-Warbler,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,https://www.xeno-canto.org/516747,cibwar1/XC516747.ogg
comsan,[],['call'],42.5275,130.692,Actitis hypoleucos,Common Sandpiper,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/266359,comsan/XC266359.ogg
lessts1,[],['call'],-32.4094,26.0996,Cecropis abyssinica,Lesser Striped Swallow,Alan Collett,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/389955,lessts1/XC389955.ogg
ccbeat1,[],[''],-0.114,37.0436,Merops oreobates,Cinnamon-chested Bee-eater,Alexander Schlatmann,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/748235,ccbeat1/XC748235.ogg
gyhkin1,[],[''],15.085,-23.5602,Halcyon leucocephala,Gray-headed Kingfisher,Nicolas Martinez,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/720727,gyhkin1/XC720727.ogg
whhsaw1,[],['flight call'],2.21,31.562,Psalidoprocne albiceps,White-headed Sawwing,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/289267,whhsaw1/XC289267.ogg
wbgbir1,[],['call'],-2.7226,37.3809,Corythaixoides leucogaster,White-bellied Go-away-bird,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,https://www.xeno-canto.org/374141,wbgbir1/XC374141.ogg
nubwoo1,[],['call'],-0.5636,34.1117,Campethera nubica,Nubian Woodpecker,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/537137,nubwoo1/XC537137.ogg
whbtit5,[],[''],-0.3986,37.3087,Melaniparus albiventris,White-bellied Tit,Lars Lachmann,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/753198,whbtit5/XC753198.ogg
lotcor1,"['blakit1', 'categr', 'grbcam1']",['call'],14.7279,-17.4329,Microcarbo africanus,Long-tailed Cormorant,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/317237,lotcor1/XC317237.ogg
bcbeat1,[],[''],-21.2911,32.3618,Merops persicus,Blue-cheeked Bee-eater,Derek Solomon,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://xeno-canto.org/722011,bcbeat1/XC722011.ogg
brrwhe3,[],[''],-0.5249,36.6639,Zosterops kikuyuensis,Kikuyu White-eye,Lars Lachmann,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/750158,brrwhe3/XC750158.ogg
darter3,['egygoo'],['call'],-33.6027,26.8904,Anhinga rufa,African Darter,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/326716,darter3/XC326716.ogg
grbcam1,[],['call'],-6.256,39.3761,Camaroptera brachyura,Green-backed Camaroptera,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/634108,grbcam1/XC634108.ogg
yefcan,[],['call'],21.2637,-157.8194,Crithagra mozambica,Yellow-fronted Canary,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/174788,yefcan/XC174788.ogg
abethr1,[],"['adult', 'call', 'sex uncertain', 'song']",-2.9858,37.5975,Turdus tephronotus,African Bare-eyed Thrush,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/639039,abethr1/XC639039.ogg
witswa1,[],['flight call'],-2.5727,34.7597,Hirundo smithii,Wire-tailed Swallow,Bernard BOUSQUET,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/426106,witswa1/XC426106.ogg
bagwea1,[],['call'],3.8104,32.9224,Ploceus baglafecht,Baglafecht Weaver,Josh Engel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/352745,bagwea1/XC352745.ogg
fotdro5,[],['song'],-2.3548,34.8442,Dicrurus adsimilis,Fork-tailed Drongo,Bernard BOUSQUET,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/430260,fotdro5/XC430260.ogg
blnwea1,[],"['adult', 'male', 'song']",-2.9858,37.5975,Ploceus nigricollis,Black-necked Weaver,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/603442,blnwea1/XC603442.ogg
